website,Title,Price,Date Time Now,,,,,,
"Amazon","GOVO GOKIXX 421 Bluetooth Wireless Neckband in Ear Earphone with Mic, 10H Long Battery, 10mm Drivers, Magnetic Earbuds, Integrated Controls & Lightweight Design (Platinum Black)","₹899.00","10/5/2023, 7:07:23 PM"
"Amazon","GOVO GOKIXX610 Wireless Bluetooth Neckband in Ear Earphone with Mic, 9H Playtime, Magnetic Earbuds, Integrated Controls, Type C Charging & Lightweight Design (Platinum Black)","₹649.00","10/5/2023, 7:07:27 PM"
"Amazon","GOVO GOKIXX 620 Bluetooth Wireless Neckband in Ear Earphone - 20H Playtime, HD Mic, 10mm Drivers, Magnetic Earbuds, Lightweight & Comfortable (Platinum Black)","₹1,029.00","10/5/2023, 7:07:31 PM"
"Amazon","GOVO GOKIXX 621 Bluetooth Neckband, 22 Hours Battery, ENC Technology, Fast Charge, Smart Magnetic Buds, Gaming Mode, 10mm Drivers, Type C Charging, Wireless in Ear Earphone (Platinum Black)","₹1,199.00","10/5/2023, 7:07:35 PM"
"Amazon","GOVO GOKIXX 630 Bluetooth Wireless Neckband in Ear Earphones, 10H Playback, Enhanced Bass, Metal Control Board,IPX5, Magnetic Earbuds, Lightweight Design (Platinum Black)","₹1,499.01","10/5/2023, 7:07:40 PM"
"Amazon","GOVO GOBUDS 920 Truly Wireless in Ear Earbuds with Mic, 30H Playtime, Fast Charging,IPX5 Water Resistant, Dual Pairing, Noise Cancellation (Platinum Black)","₹1,899.00","10/5/2023, 7:07:44 PM"
"Amazon","GOVO GoKixx 652 Bluetooth Neckband, 60 Hours Battery, ENC Technology, Fast Charge, Magnetic Buds, Gaming Mode, 10mm Drivers, Type C Charging, Wireless in Ear Earphone (Black)","₹1,499.00","10/5/2023, 7:07:48 PM"
"Amazon","GOVO GOKIXX 900 Bluetooth Wireless Neckband in Ear Earphones with Mic, 12H Playtime, 12mm Drivers, IPX5, TPE C Charging, Integrated Controls & Lightweight Design (Platinum Black)","₹999.00","10/5/2023, 7:07:52 PM"
"Amazon","GOVO GOKIXX 952 Bluetooth Neckband, 106 Hours Battery, ENC Technology, Fast Charge, Gaming Mode, 10mm Drivers, Type C Charging, Wireless in Ear Earphone (Space Grey)","₹1,599.00","10/5/2023, 7:07:56 PM"
"Amazon","GOVO GOSURROUND 410 80 Watt 2.0 Channel with HDMI and Optical, Wireless Bluetooth Soundbar, RMS Output 40 W (Platinum Black)","₹3,499.00","10/5/2023, 7:08:00 PM"
"Amazon","GOVO GOSURROUND 430 80 Watt 2.0 Channel with HDMI and Optical, Wireless Bluetooth Soundbar, RMS Output 60 W (Platinum Black)","₹3,499.00","10/5/2023, 7:08:05 PM"
"Amazon","GOVO GOSURROUND 610 100 Watt 2.1 Channel with HDMI & LED Display Wireless Bluetooth Soundbar (Platinum Black)","₹4,999.00","10/5/2023, 7:08:09 PM"
"Amazon","GOVO GOSURROUND 620 100 Watt 2.1 Channel with HDMI, Optical & LED Display Wireless Bluetooth Soundbar (Platinum Black)","","10/5/2023, 7:08:13 PM"
"Amazon","GOVO GOSURROUND 920 | 200W Bluetooth Soundbar, 2.1 Channel Home Theatre, 6.5"" Wireless Subwoofer, BT v5.3, HDMI, AUX, USB, 4 EQ Modes Stylish Remote & LED Display (Platinum Black)","₹7,599.00","10/5/2023, 7:08:17 PM"
"Amazon","GOVO GOKIXX 621R Bluetooth Neckband, 22 Hours Battery, ENC Technology, Fast Charge, Smart Magnetic Buds, Gaming Mode, 10mm Drivers, Type C Charging, Wireless in Ear Earphone (Fiery Red)","₹1,209.00","10/5/2023, 7:08:21 PM"
"Amazon","GOVO GOKIXX 621BL Bluetooth Neckband, 22 Hours Battery, ENC Technology, Fast Charge, Smart Magnetic Buds, Gaming Mode, 10mm Drivers, Type C Charging, Wireless in Ear Earphone (Midnight Blue)","₹1,180.00","10/5/2023, 7:08:25 PM"
"Amazon","GOBASS 411 in-Ear Wired Earphones with Mic","","10/5/2023, 7:08:29 PM"
"Amazon","GOBASS 444 in Ear Wired Earphones with HD Mic for Calls, 10mm Dynamic Driver, Noise Cancellation (Platinum Black)","","10/5/2023, 7:08:33 PM"
"Amazon","GOVO Gobass 444 in Ear Wired Earphones with Hd Mic for Calls,10Mm Dynamic Driver,Noise Cancellation (Blue)","₹443.00","10/5/2023, 7:08:37 PM"
"Amazon","GOBASS 444 in Ear Wired Earphones with HD Mic for Calls, 10mm Dynamic Driver, Noise Cancellation (White)","₹308.04","10/5/2023, 7:08:41 PM"
"Amazon","GOVO GOBASS 455 in Ear Wired Earphones with HD Mic for Calls, 10mm Dynamic Driver, Noise Cancellation (Platinum Black)","₹399.00","10/5/2023, 7:08:45 PM"
"Amazon","GOVO GOBASS 455 in Ear Wired Earphones with HD Mic for Calls, 10mm Dynamic Driver, Noise Cancellation (Blue)","","10/5/2023, 7:08:49 PM"
"Amazon","GOVO GOBASS 455 in Ear Wired Earphones with HD Mic for Calls, 10mm Dynamic Driver, Noise Cancellation (White)","","10/5/2023, 7:08:53 PM"
"Amazon","GOVO Gobold 400 Wireless On Ear Headphone with Mic,15H Play Time,40Mm Driver,Passive Noise Cancellation,Black","₹1,413.00","10/5/2023, 7:08:57 PM"
"Amazon","GOVO Gobold 400 Wireless On Ear Headphone with Mic,15H Play Time,40Mm Driver,Passive Noise Cancellation,Black","₹1,413.00","10/5/2023, 7:09:01 PM"
"Amazon","GOVO GOSURROUND 950 | 280W Soundbar, 5.1 Channel Home Theatre with 6.5" subwoofer, Dual Rear Satellites, HDMI, AUX, USB & Bluetooth, 5 Equalizer Modes, Stylish Remote & LED Display (Platinum Black)","₹7,499.00","10/5/2023, 7:09:05 PM"
"Amazon","GOVO Gobuds 945 Chromex Wireless Earbuds: Bluetooth V5.3,with 52H Playtime,Quad Mic Enc,Low Latency Mode,12Mm Drivers,Rapid Charge,Ipx5,Smart Touch Controls (Chromex-Dark Knight),in-Ear","₹999.00","10/5/2023, 7:09:09 PM"
"Amazon","GOVO GoBuds 445 Wireless Earbuds: with 72H Playtime, Quad Mic ENC, Rapid Charge (5 mins charge= 120 mins playtime), Low Latency Mode, 12mm Drivers, Bluetooth v5.3,Smart Touch Controls (Platinum Black)","₹999.00","10/5/2023, 7:09:12 PM"
"Amazon","GOVO GoBuds 577 Wireless Aluminum finish Earbuds: with 52H Playtime, Quad Mic ENC, Rapid Charge (5 mins=120 mins playtime), Low Latency Mode,13mm Drivers, BTv5.3, Smart Touch Controls (Metallic Night)","₹999.00","10/5/2023, 7:09:15 PM"
"Amazon","GOVO GoSurround 220 16W Bluetooth Sound bar, 2000 mAh Battery, 2.0 Channel with 52mm Drivers, Multicolor LED Lights with TWS, AUX, Bluetooth and USB (Platinum Black)","₹999.00","10/5/2023, 7:09:19 PM"
"Amazon","GOVO GOSURROUND 945 | 120W Soundbar, 5.1 Channel Home Theatre with 5.25" subwoofer, Dual Rear Satellites, AUX, USB & Bluetooth, 3 Equalizer Modes, Stylish Remote & LED Display (Platinum Black)","₹4,999.00","10/5/2023, 7:09:22 PM"
"Amazon","GOVO GOSURROUND 900 | 200W Soundbar | 2.1 Channel Home Theatre | Deep Bass from 6.5” Subwoofer | BT v5.3, HDMI, AUX, USB Connectivity | 4 EQ Modes | Sleek Remote & LED Lights+Display (Platinum Black)","₹5,498.00","10/6/2023, 11:12:15 AM"
"Amazon","GOVO GOBUDS 600 True Wireless in Ear Earbuds with Mic, ENC, 40H Playtime, Fast Charge, Gaming Mode, Bluetooth V5.2, IPX5, Type C, Super Bass & Touch (Platinum Black)","₹899.00","10/6/2023, 11:12:32 AM"
"Amazon","GOBUDS 410 True Wireless Earbuds with Mic & 6 Hours Play time, IPX5 Water Resistance, Touch Button Control (Black)","₹899.00","10/6/2023, 11:12:34 AM"
"Amazon","GOVO Gobold 400 Wireless On Ear Headphone with Mic,15H Play Time,40Mm Driver,Passive Noise Cancellation,Black","₹1,413.00","10/6/2023, 11:12:38 AM"
"Amazon","GOVO GOBUDS 400 True Wireless in Ear Earbuds with Mic, ENC, 25H Playtime, Fast Charge, Gaming Mode, Bluetooth V5.3, IPX4,Type C, Super Bass & Touch (Platinum Black)","₹799.00","10/6/2023, 11:18:29 AM"
"Amazon","GOVO GOBASS 910 in Ear Wired Earphones with HD Microphone for Calls, 9mm Driver, Noise Cancellation, 3.5mm Jack (Gun Metal Grey)","","10/6/2023, 11:18:32 AM"
"Amazon","GOVO GOBASS 410 in Ear Wired Earphones with Mic, 3D Powerful Bass with XL Drivers, Passive Noise Cancellation (Platinum Black)","₹289.00","10/6/2023, 11:18:36 AM"
"Amazon","Govo GOBASS 610 in Ear Wired Earphones with Mic for Calls, 12mm Dynamic Driver, Noise Cancellation, 3.5mm Jack (Platinum Black)","₹399.00","10/6/2023, 11:18:39 AM"
"Amazon","GOVO Gobass 444 in Ear Wired Earphones with Hd Mic for Calls,10Mm Dynamic Driver,Noise Cancellation (Blue)","₹443.00","10/6/2023, 11:18:43 AM"
"Amazon","GOVO GOBASS 900 Wired in Ear Earphones with HD Mic for Loud & Clear Call, 10mm Powerful Drivers, Passive Noise Cancellation (Platinum Black)","₹549.01","10/6/2023, 11:18:46 AM"
"Amazon","GOBASS 411 in-Ear Wired Earphones with Mic","","10/6/2023, 11:18:49 AM"
"Amazon","GOVO GOBUDS 902 Super Bass, Waterproof IPX4, Passive Noise Cancellation, 3D Stereo Sound, Type C Fast Charging Bluetooth Truly Wireless in Ear Earbuds with Mic(Platinum Black)","₹2,438.00","10/6/2023, 11:18:53 AM"
"Amazon","GOVO GOCRUSH 421 5W Bluetooth Speaker, 1800mAh Battery with 10 Hrs Playtime, IPX7, ABS Fabric and TWS Feature (Platinum Black)","₹1,099.00","10/6/2023, 11:18:56 AM"
"Amazon","GOVO GOCRUSH 900 16W Bluetooth Portable Speaker, 25H Playtime with a 3600 mAh Battery, IPX7 Water & Dust Resistance, Multiple Inputs, AUX & Micro SD, ABS Fabric, TWS Feature, Voice Assistant (Black)","₹3,299.00","10/6/2023, 11:19:00 AM"
"Amazon","GOVO GOCRUSH 410 4W Portable Speaker with Bluetooth - Wireless, 1800mAh Battery with 15H Playtime, IPX7 Water & Dust Resistance, ABS Fabric, Multiple inputs, TWS Feature, Voice Assistant - (Black)","₹949.00","10/6/2023, 11:19:04 AM"
"Amazon","GOVO GOKIXX 400 Bluetooth in Ear Earphones with HD Mic - Wireless Neckband, 9H Playtime, 10mm Drivers, Magnetic Earbuds, Integrated Controls & Lightweight Design (Platinum Black)","₹1,199.01","10/6/2023, 11:19:08 AM"
"Amazon","GOVO GOKIXX 410 Bluetooth Wireless Neckband in Ear Earphone - 8H Battery, 10mm Drivers, IPX5, Magnetic Earbuds, Integrated Controls & Lightweight Design (Platinum Black)","₹879.00","10/6/2023, 11:19:11 AM"
"Amazon","GOVO GOKIXX 421 Bluetooth Wireless Neckband in Ear Earphone with Mic, 10H Long Battery, 10mm Drivers, Magnetic Earbuds, Integrated Controls & Lightweight Design (Platinum Black)","₹899.00","10/6/2023, 11:19:15 AM"
"Amazon","GOVO GOKIXX610 Wireless Bluetooth Neckband in Ear Earphone with Mic, 9H Playtime, Magnetic Earbuds, Integrated Controls, Type C Charging & Lightweight Design (Platinum Black)","₹649.00","10/6/2023, 11:19:18 AM"
"Amazon","GOVO GOKIXX 620 Bluetooth Wireless Neckband in Ear Earphone - 20H Playtime, HD Mic, 10mm Drivers, Magnetic Earbuds, Lightweight & Comfortable (Platinum Black)","₹1,029.00","10/6/2023, 11:19:22 AM"
"Amazon","GOVO GOKIXX 621 Bluetooth Neckband, 22 Hours Battery, ENC Technology, Fast Charge, Smart Magnetic Buds, Gaming Mode, 10mm Drivers, Type C Charging, Wireless in Ear Earphone (Platinum Black)","₹1,199.00","10/6/2023, 11:19:26 AM"
"Amazon","GOVO GOKIXX 630 Bluetooth Wireless Neckband in Ear Earphones, 10H Playback, Enhanced Bass, Metal Control Board,IPX5, Magnetic Earbuds, Lightweight Design (Platinum Black)","₹1,499.01","10/6/2023, 11:19:29 AM"
"Amazon","GOVO GOBUDS 920 Truly Wireless in Ear Earbuds with Mic, 30H Playtime, Fast Charging,IPX5 Water Resistant, Dual Pairing, Noise Cancellation (Platinum Black)","₹1,899.00","10/6/2023, 11:19:33 AM"
"Amazon","GOVO GoKixx 652 Bluetooth Neckband, 60 Hours Battery, ENC Technology, Fast Charge, Magnetic Buds, Gaming Mode, 10mm Drivers, Type C Charging, Wireless in Ear Earphone (Black)","₹1,599.00","10/6/2023, 11:19:37 AM"
"Amazon","GOVO GOKIXX 900 Bluetooth Wireless Neckband in Ear Earphones with Mic, 12H Playtime, 12mm Drivers, IPX5, TPE C Charging, Integrated Controls & Lightweight Design (Platinum Black)","₹999.00","10/6/2023, 11:19:41 AM"
"Amazon","GOVO GOKIXX 952 Bluetooth Neckband, 106 Hours Battery, ENC Technology, Fast Charge, Gaming Mode, 10mm Drivers, Type C Charging, Wireless in Ear Earphone (Space Grey)","₹1,599.00","10/6/2023, 11:19:45 AM"
"Amazon","GOVO GOSURROUND 410 80 Watt 2.0 Channel with HDMI and Optical, Wireless Bluetooth Soundbar, RMS Output 40 W (Platinum Black)","₹3,499.00","10/6/2023, 11:19:48 AM"
"Amazon","GOVO GOSURROUND 430 80 Watt 2.0 Channel with HDMI and Optical, Wireless Bluetooth Soundbar, RMS Output 60 W (Platinum Black)","₹3,499.00","10/6/2023, 11:19:52 AM"
"Amazon","GOVO GOSURROUND 610 100 Watt 2.1 Channel with HDMI & LED Display Wireless Bluetooth Soundbar (Platinum Black)","₹4,999.00","10/6/2023, 11:19:56 AM"
"Amazon","GOVO GOSURROUND 620 100 Watt 2.1 Channel with HDMI, Optical & LED Display Wireless Bluetooth Soundbar (Platinum Black)","","10/6/2023, 11:20:00 AM"
"Amazon","GOVO GOSURROUND 920 | 200W Bluetooth Soundbar, 2.1 Channel Home Theatre, 6.5"" Wireless Subwoofer, BT v5.3, HDMI, AUX, USB, 4 EQ Modes Stylish Remote & LED Display (Platinum Black)","₹7,599.00","10/6/2023, 11:20:03 AM"
"Amazon","GOVO GOKIXX 621R Bluetooth Neckband, 22 Hours Battery, ENC Technology, Fast Charge, Smart Magnetic Buds, Gaming Mode, 10mm Drivers, Type C Charging, Wireless in Ear Earphone (Fiery Red)","₹1,207.00","10/6/2023, 11:20:07 AM"
"Amazon","GOVO GOKIXX 621BL Bluetooth Neckband, 22 Hours Battery, ENC Technology, Fast Charge, Smart Magnetic Buds, Gaming Mode, 10mm Drivers, Type C Charging, Wireless in Ear Earphone (Midnight Blue)","₹1,180.00","10/6/2023, 11:20:11 AM"
"Amazon","GOBASS 411 in-Ear Wired Earphones with Mic","","10/6/2023, 11:20:14 AM"
"Amazon","GOBASS 444 in Ear Wired Earphones with HD Mic for Calls, 10mm Dynamic Driver, Noise Cancellation (Platinum Black)","","10/6/2023, 11:20:18 AM"
"Amazon","GOVO Gobass 444 in Ear Wired Earphones with Hd Mic for Calls,10Mm Dynamic Driver,Noise Cancellation (Blue)","₹443.00","10/6/2023, 11:20:21 AM"
"Amazon","GOBASS 444 in Ear Wired Earphones with HD Mic for Calls, 10mm Dynamic Driver, Noise Cancellation (White)","₹308.04","10/6/2023, 11:20:25 AM"
"Amazon","Govo GOBASS 455 in Ear Wired Earphones with HD Mic for Calls, 10mm Dynamic Driver, Noise Cancellation (Platinum Black)","₹399.00","10/6/2023, 11:37:22 AM"
"Amazon","Govo GOBASS 455 in Ear Wired Earphones with HD Mic for Calls, 10mm Dynamic Driver, Noise Cancellation (Blue)","","10/6/2023, 11:37:26 AM"
"Amazon","Govo GOBASS 455 in Ear Wired Earphones with HD Mic for Calls, 10mm Dynamic Driver, Noise Cancellation (White)","","10/6/2023, 11:37:30 AM"
"Amazon","GOVO Gobold 400 Wireless On Ear Headphone with Mic,15H Play Time,40Mm Driver,Passive Noise Cancellation,Black","₹1,413.00","10/6/2023, 11:37:33 AM"
"Amazon","GOVO Gobold 400 Wireless On Ear Headphone with Mic,15H Play Time,40Mm Driver,Passive Noise Cancellation,Black","₹1,413.00","10/6/2023, 11:37:37 AM"
"Amazon","GOVO GOSURROUND 950 | 280W Soundbar, 5.1 Channel Home Theatre with 6.5" subwoofer, Dual Rear Satellites, HDMI, AUX, USB & Bluetooth, 5 Equalizer Modes, Stylish Remote & LED Display (Platinum Black)","₹7,499.00","10/6/2023, 11:37:40 AM"
"Amazon","GOVO Gobuds 945 Chromex Wireless Earbuds: Quad Mic Enc,with 52H Playtime,Bluetooth V5.3,Low Latency Mode,12Mm Drivers,Rapid Charge,Ipx5,Smart Touch Controls (Chromex-Dark Knight),in-Ear","₹999.00","10/6/2023, 11:37:44 AM"
"Amazon","GOVO GoBuds 445 Wireless Earbuds: with 72H Playtime, Quad Mic ENC, Rapid Charge (5 mins charge= 120 mins playtime), Low Latency Mode, 12mm Drivers, Bluetooth v5.3,Smart Touch Controls (Platinum Black)","₹999.00","10/6/2023, 11:37:46 AM"
"Amazon","GOVO GoBuds 577 Wireless Aluminum finish Earbuds: with 52H Playtime, Quad Mic ENC, Rapid Charge (5 mins=120 mins playtime), Low Latency Mode,13mm Drivers, BTv5.3, Smart Touch Controls (Metallic Night)","₹999.00","10/6/2023, 11:37:49 AM"
"Amazon","GOVO GoSurround 220 16W Bluetooth Sound bar, 2000 mAh Battery, 2.0 Channel with 52mm Drivers, Multicolor LED Lights with TWS, AUX, Bluetooth and USB (Platinum Black)","₹999.00","10/6/2023, 11:37:52 AM"
"Amazon","GOVO GOSURROUND 945 | 120W Soundbar, 5.1 Channel Home Theatre with 5.25" subwoofer, Dual Rear Satellites, AUX, USB & Bluetooth, 3 Equalizer Modes, Stylish Remote & LED Display (Platinum Black)","₹4,999.00","10/6/2023, 11:37:55 AM"
"Amazon","GOVO GOSURROUND 900 | 200W Soundbar | 2.1 Channel Home Theatre | Deep Bass from 6.5” Subwoofer | BT v5.3, HDMI, AUX, USB Connectivity | 4 EQ Modes | Sleek Remote & LED Lights+Display (Platinum Black)","₹5,498.00","10/6/2023, 3:59:22 PM"
"Amazon","GOVO GOBUDS 600 True Wireless in Ear Earbuds with Mic, ENC, 40H Playtime, Fast Charge, Gaming Mode, Bluetooth V5.2, IPX5, Type C, Super Bass & Touch (Platinum Black)","₹899.00","10/6/2023, 3:59:25 PM"
"Amazon","GOBUDS 410 True Wireless Earbuds with Mic & 6 Hours Play time, IPX5 Water Resistance, Touch Button Control (Black)","₹899.00","10/6/2023, 3:59:28 PM"
"Amazon","GOVO Gobold 400 Wireless On Ear Headphone with Mic,15H Play Time,40Mm Driver,Passive Noise Cancellation,Black","₹1,413.00","10/6/2023, 3:59:32 PM"
"Amazon","GOVO GOBUDS 400 True Wireless in Ear Earbuds with Mic, ENC, 25H Playtime, Fast Charge, Gaming Mode, Bluetooth V5.3, IPX4,Type C, Super Bass & Touch (Platinum Black)","₹799.00","10/6/2023, 3:59:36 PM"
"Amazon","GOVO GOBASS 910 in Ear Wired Earphones with HD Microphone for Calls, 9mm Driver, Noise Cancellation, 3.5mm Jack (Gun Metal Grey)","","10/6/2023, 3:59:39 PM"
"Amazon","GOVO GOBASS 410 in Ear Wired Earphones with Mic, 3D Powerful Bass with XL Drivers, Passive Noise Cancellation (Platinum Black)","₹289.00","10/6/2023, 3:59:42 PM"
"Amazon","Govo GOBASS 610 in Ear Wired Earphones with Mic for Calls, 12mm Dynamic Driver, Noise Cancellation, 3.5mm Jack (Platinum Black)","₹399.00","10/6/2023, 3:59:46 PM"
"Amazon","GOVO Gobass 444 in Ear Wired Earphones with Hd Mic for Calls,10Mm Dynamic Driver,Noise Cancellation (Blue)","₹443.00","10/6/2023, 3:59:50 PM"
"Amazon","GOVO GOBASS 900 Wired in Ear Earphones with HD Mic for Loud & Clear Call, 10mm Powerful Drivers, Passive Noise Cancellation (Platinum Black)","₹549.01","10/6/2023, 3:59:53 PM"
"Amazon","GOBASS 411 in-Ear Wired Earphones with Mic","","10/6/2023, 3:59:56 PM"
"Amazon","GOVO GOBUDS 902 Super Bass, Waterproof IPX4, Passive Noise Cancellation, 3D Stereo Sound, Type C Fast Charging Bluetooth Truly Wireless in Ear Earbuds with Mic(Platinum Black)","₹2,438.00","10/6/2023, 4:00:00 PM"
"Amazon","GOVO GOCRUSH 421 5W Bluetooth Speaker, 1800mAh Battery with 10 Hrs Playtime, IPX7, ABS Fabric and TWS Feature (Platinum Black)","₹1,099.00","10/6/2023, 4:00:03 PM"
"Amazon","GOVO GOCRUSH 900 16W Bluetooth Portable Speaker, 25H Playtime with a 3600 mAh Battery, IPX7 Water & Dust Resistance, Multiple Inputs, AUX & Micro SD, ABS Fabric, TWS Feature, Voice Assistant (Black)","₹3,299.00","10/6/2023, 4:00:07 PM"
"Amazon","GOVO GOCRUSH 410 4W Portable Speaker with Bluetooth - Wireless, 1800mAh Battery with 15H Playtime, IPX7 Water & Dust Resistance, ABS Fabric, Multiple inputs, TWS Feature, Voice Assistant - (Black)","₹949.00","10/6/2023, 4:00:11 PM"
"Amazon","GOVO GOKIXX 400 Bluetooth in Ear Earphones with HD Mic - Wireless Neckband, 9H Playtime, 10mm Drivers, Magnetic Earbuds, Integrated Controls & Lightweight Design (Platinum Black)","₹1,199.01","10/6/2023, 4:00:14 PM"
"Amazon","GOVO GOKIXX 410 Bluetooth Wireless Neckband in Ear Earphone - 8H Battery, 10mm Drivers, IPX5, Magnetic Earbuds, Integrated Controls & Lightweight Design (Platinum Black)","₹879.00","10/6/2023, 4:00:18 PM"
"Amazon","GOVO GOKIXX 421 Bluetooth Wireless Neckband in Ear Earphone with Mic, 10H Long Battery, 10mm Drivers, Magnetic Earbuds, Integrated Controls & Lightweight Design (Platinum Black)","₹899.00","10/6/2023, 4:00:21 PM"
"Amazon","GOVO GOKIXX610 Wireless Bluetooth Neckband in Ear Earphone with Mic, 9H Playtime, Magnetic Earbuds, Integrated Controls, Type C Charging & Lightweight Design (Platinum Black)","₹649.00","10/6/2023, 4:00:25 PM"
"Amazon","GOVO GOKIXX 620 Bluetooth Wireless Neckband in Ear Earphone - 20H Playtime, HD Mic, 10mm Drivers, Magnetic Earbuds, Lightweight & Comfortable (Platinum Black)","₹1,029.00","10/6/2023, 4:00:28 PM"
"Amazon","GOVO GOKIXX 621 Bluetooth Neckband, 22 Hours Battery, ENC Technology, Fast Charge, Smart Magnetic Buds, Gaming Mode, 10mm Drivers, Type C Charging, Wireless in Ear Earphone (Platinum Black)","₹1,199.00","10/6/2023, 4:00:32 PM"
"Amazon","GOVO GOKIXX 630 Bluetooth Wireless Neckband in Ear Earphones, 10H Playback, Enhanced Bass, Metal Control Board,IPX5, Magnetic Earbuds, Lightweight Design (Platinum Black)","₹1,499.01","10/6/2023, 4:00:36 PM"
"Amazon","GOVO GOBUDS 920 Truly Wireless in Ear Earbuds with Mic, 30H Playtime, Fast Charging,IPX5 Water Resistant, Dual Pairing, Noise Cancellation (Platinum Black)","₹1,899.00","10/6/2023, 4:00:39 PM"
"Amazon","GOVO GoKixx 652 Bluetooth Neckband, 60 Hours Battery, ENC Technology, Fast Charge, Magnetic Buds, Gaming Mode, 10mm Drivers, Type C Charging, Wireless in Ear Earphone (Black)","₹1,499.00","10/6/2023, 4:00:43 PM"
"Amazon","GOVO GOKIXX 900 Bluetooth Wireless Neckband in Ear Earphones with Mic, 12H Playtime, 12mm Drivers, IPX5, TPE C Charging, Integrated Controls & Lightweight Design (Platinum Black)","₹999.00","10/6/2023, 4:00:46 PM"
"Amazon","GOVO GOKIXX 952 Bluetooth Neckband, 106 Hours Battery, ENC Technology, Fast Charge, Gaming Mode, 10mm Drivers, Type C Charging, Wireless in Ear Earphone (Space Grey)","₹1,599.00","10/6/2023, 4:00:50 PM"
"Amazon","GOVO GOSURROUND 410 80 Watt 2.0 Channel with HDMI and Optical, Wireless Bluetooth Soundbar, RMS Output 40 W (Platinum Black)","₹3,499.00","10/6/2023, 4:00:53 PM"
"Amazon","GOVO GOSURROUND 430 80 Watt 2.0 Channel with HDMI and Optical, Wireless Bluetooth Soundbar, RMS Output 60 W (Platinum Black)","₹3,499.00","10/6/2023, 4:00:57 PM"
"Amazon","GOVO GOSURROUND 610 100 Watt 2.1 Channel with HDMI & LED Display Wireless Bluetooth Soundbar (Platinum Black)","₹4,999.00","10/6/2023, 4:01:01 PM"
"Amazon","GOVO GOSURROUND 620 100 Watt 2.1 Channel with HDMI, Optical & LED Display Wireless Bluetooth Soundbar (Platinum Black)","","10/6/2023, 4:01:04 PM"
"Amazon","GOVO GOSURROUND 920 | 200W Bluetooth Soundbar, 2.1 Channel Home Theatre, 6.5"" Wireless Subwoofer, BT v5.3, HDMI, AUX, USB, 4 EQ Modes Stylish Remote & LED Display (Platinum Black)","₹7,599.00","10/6/2023, 4:01:08 PM"
"Amazon","GOVO GOKIXX 621R Bluetooth Neckband, 22 Hours Battery, ENC Technology, Fast Charge, Smart Magnetic Buds, Gaming Mode, 10mm Drivers, Type C Charging, Wireless in Ear Earphone (Fiery Red)","₹1,207.00","10/6/2023, 4:01:11 PM"
"Amazon","GOVO GOKIXX 621BL Bluetooth Neckband, 22 Hours Battery, ENC Technology, Fast Charge, Smart Magnetic Buds, Gaming Mode, 10mm Drivers, Type C Charging, Wireless in Ear Earphone (Midnight Blue)","₹1,180.00","10/6/2023, 4:01:15 PM"
"Amazon","GOBASS 411 in-Ear Wired Earphones with Mic","","10/6/2023, 4:01:18 PM"
"Amazon","GOBASS 444 in Ear Wired Earphones with HD Mic for Calls, 10mm Dynamic Driver, Noise Cancellation (Platinum Black)","","10/6/2023, 4:01:21 PM"
"Amazon","GOVO Gobass 444 in Ear Wired Earphones with Hd Mic for Calls,10Mm Dynamic Driver,Noise Cancellation (Blue)","₹443.00","10/6/2023, 4:01:25 PM"
"Amazon","GOBASS 444 in Ear Wired Earphones with HD Mic for Calls, 10mm Dynamic Driver, Noise Cancellation (White)","₹308.04","10/6/2023, 4:01:28 PM"
"Amazon","Govo GOBASS 455 in Ear Wired Earphones with HD Mic for Calls, 10mm Dynamic Driver, Noise Cancellation (Platinum Black)","₹399.00","10/6/2023, 4:01:32 PM"
"Amazon","Govo GOBASS 455 in Ear Wired Earphones with HD Mic for Calls, 10mm Dynamic Driver, Noise Cancellation (Blue)","","10/6/2023, 4:01:35 PM"
"Amazon","Govo GOBASS 455 in Ear Wired Earphones with HD Mic for Calls, 10mm Dynamic Driver, Noise Cancellation (White)","","10/6/2023, 4:01:38 PM"
"Amazon","GOVO Gobold 400 Wireless On Ear Headphone with Mic,15H Play Time,40Mm Driver,Passive Noise Cancellation,Black","₹1,413.00","10/6/2023, 4:01:41 PM"
"Amazon","GOVO Gobold 400 Wireless On Ear Headphone with Mic,15H Play Time,40Mm Driver,Passive Noise Cancellation,Black","₹1,413.00","10/6/2023, 4:01:45 PM"
"Amazon","GOVO GOSURROUND 950 | 280W Soundbar, 5.1 Channel Home Theatre with 6.5" subwoofer, Dual Rear Satellites, HDMI, AUX, USB & Bluetooth, 5 Equalizer Modes, Stylish Remote & LED Display (Platinum Black)","₹7,499.00","10/6/2023, 4:01:48 PM"
"Amazon","GOVO Gobuds 945 Chromex Wireless Earbuds: Quad Mic Enc,with 52H Playtime,Bluetooth V5.3,Low Latency Mode,12Mm Drivers,Rapid Charge,Ipx5,Smart Touch Controls (Chromex-Dark Knight),in-Ear","₹999.00","10/6/2023, 4:01:51 PM"
"Amazon","GOVO GoBuds 445 Wireless Earbuds: with 72H Playtime, Quad Mic ENC, Rapid Charge (5 mins charge= 120 mins playtime), Low Latency Mode, 12mm Drivers, Bluetooth v5.3,Smart Touch Controls (Platinum Black)","₹999.00","10/6/2023, 4:01:54 PM"
